Fecha;IP;Status;Position
2021-02-19 07:32:13;192.168.150.238:1813;deactivated;globallist
2021-02-19 07:32:13;192.168.150.238:1813;deactivated;globallist
2021-02-19 07:31:56;192.168.150.237:1813;activated;globallist
2021-02-19 07:31:56;192.168.150.238:1813;deactivated;globallist
2021-02-19 07:31:56;192.168.150.238:1813;deactivated;globallist
2021-02-19 07:31:10;192.168.150.237:1813;activated;globallist
2021-02-19 07:31:10;192.168.150.238:1813;deactivated;globallist
2021-02-19 07:31:10;192.168.150.238:1813;deactivated;globallist
2021-02-19 07:30:10;192.168.150.237:1813;activated;globallist
2021-02-19 07:30:10;192.168.150.238:1813;deactivated;globallist
2021-02-19 07:30:10;192.168.150.238:1813;deactivated;globallist
2021-02-19 07:29:35;192.168.150.237:1813;activated;globallist
2021-02-19 07:29:35;192.168.150.238:1813;deactivated;globallist
2021-02-19 07:29:35;192.168.150.238:1813;deactivated;globallist
2021-02-19 07:29:19;192.168.150.237:1813;activated;globallist
2021-02-19 07:29:19;192.168.150.238:1813;deactivated;globallist
2021-02-19 07:29:19;192.168.150.238:1813;deactivated;globallist
2021-02-19 07:28:44;192.168.150.237:1813;activated;globallist
2021-02-19 07:28:44;192.168.150.238:1813;deactivated;globallist
2021-02-19 07:28:44;192.168.150.238:1813;deactivated;globallist
2021-02-19 07:27:17;192.168.150.237:1813;activated;globallist
2021-02-19 07:27:17;192.168.150.238:1813;deactivated;globallist
2021-02-19 07:27:17;192.168.150.238:1813;deactivated;globallist
2021-02-19 07:26:38;192.168.150.237:1813;activated;globallist
2021-02-19 07:26:38;192.168.150.238:1813;deactivated;globallist
2021-02-19 07:26:38;192.168.150.238:1813;deactivated;globallist
2021-02-19 07:26:22;192.168.150.237:1813;activated;globallist
2021-02-19 07:26:22;192.168.150.238:1813;deactivated;globallist
2021-02-19 07:26:22;192.168.150.238:1813;deactivated;globallist
2021-02-19 07:26:00;192.168.150.237:1813;activated;globallist
2021-02-19 07:26:00;192.168.150.238:1813;deactivated;globallist
2021-02-19 07:26:00;192.168.150.238:1813;deactivated;globallist
2021-02-19 07:25:00;192.168.150.237:1813;activated;globallist
2021-02-19 07:25:00;192.168.150.238:1813;deactivated;globallist
2021-02-19 07:25:00;192.168.150.238:1813;deactivated;globallist
2021-02-19 07:24:25;192.168.150.237:1813;activated;globallist
2021-02-19 07:24:25;192.168.150.238:1813;deactivated;globallist
2021-02-19 07:24:25;192.168.150.238:1813;deactivated;globallist
2021-02-19 07:23:51;192.168.150.237:1813;activated;globallist
2021-02-19 07:23:51;192.168.150.238:1813;deactivated;globallist
2021-02-19 07:23:51;192.168.150.238:1813;deactivated;globallist
2021-02-19 07:23:26;192.168.150.237:1813;activated;globallist
2021-02-19 07:23:26;192.168.150.238:1813;deactivated;globallist
2021-02-19 07:23:26;192.168.150.238:1813;deactivated;globallist
2021-02-19 07:22:28;192.168.150.237:1813;activated;globallist
2021-02-19 07:22:28;192.168.150.238:1813;deactivated;globallist
2021-02-19 07:22:28;192.168.150.238:1813;deactivated;globallist
2021-02-19 07:22:03;192.168.150.237:1813;activated;globallist
2021-02-19 07:22:03;192.168.150.238:1813;deactivated;globallist
2021-02-19 07:22:03;192.168.150.238:1813;deactivated;globallist
2021-02-19 07:21:39;192.168.150.237:1813;activated;globallist
2021-02-19 07:21:39;192.168.150.238:1813;deactivated;globallist
2021-02-19 07:21:39;192.168.150.238:1813;deactivated;globallist
2021-02-19 07:20:28;192.168.150.237:1813;activated;globallist
2021-02-19 07:20:28;192.168.150.238:1813;deactivated;globallist
2021-02-19 07:20:28;192.168.150.238:1813;deactivated;globallist
2021-02-19 07:19:28;192.168.150.237:1813;activated;globallist
2021-02-19 07:19:28;192.168.150.238:1813;deactivated;globallist
2021-02-19 07:19:28;192.168.150.238:1813;deactivated;globallist
2021-02-19 07:18:43;192.168.150.237:1813;activated;globallist
2021-02-19 07:18:43;192.168.150.238:1813;deactivated;globallist
2021-02-19 07:18:43;192.168.150.238:1813;deactivated;globallist
2021-02-19 07:17:31;192.168.150.237:1813;activated;globallist
2021-02-19 07:17:31;192.168.150.238:1813;deactivated;globallist
2021-02-19 07:17:31;192.168.150.238:1813;deactivated;globallist
2021-02-19 07:16:54;192.168.150.237:1813;activated;globallist
2021-02-19 07:16:54;192.168.150.238:1813;deactivated;globallist
2021-02-19 07:16:54;192.168.150.238:1813;deactivated;globallist
2021-02-19 07:16:16;192.168.150.237:1813;activated;globallist
2021-02-19 07:16:16;192.168.150.238:1813;deactivated;globallist
2021-02-19 07:16:16;192.168.150.238:1813;deactivated;globallist
2021-02-19 07:15:43;192.168.150.237:1813;activated;globallist
2021-02-19 07:15:43;192.168.150.238:1813;deactivated;globallist
2021-02-19 07:15:43;192.168.150.238:1813;deactivated;globallist
2021-02-19 07:15:19;192.168.150.237:1813;activated;globallist
2021-02-19 07:15:19;192.168.150.238:1813;deactivated;globallist
2021-02-19 07:15:19;192.168.150.238:1813;deactivated;globallist
2021-02-19 07:14:51;192.168.150.237:1813;activated;globallist
2021-02-19 07:14:51;192.168.150.238:1813;deactivated;globallist
2021-02-19 07:14:51;192.168.150.238:1813;deactivated;globallist
2021-02-19 07:14:12;192.168.150.237:1813;activated;globallist
2021-02-19 07:14:12;192.168.150.238:1813;deactivated;globallist
2021-02-19 07:14:12;192.168.150.238:1813;deactivated;globallist
2021-02-19 07:13:27;192.168.150.237:1813;activated;globallist
2021-02-19 07:13:27;192.168.150.238:1813;deactivated;globallist
2021-02-19 07:13:27;192.168.150.238:1813;deactivated;globallist
2021-02-19 07:12:52;192.168.150.237:1813;activated;globallist
2021-02-19 07:12:52;192.168.150.238:1813;deactivated;globallist
2021-02-22 08:02:44;192.168.150.237:1813;activated;globallist
2021-02-22 08:02:44;192.168.150.238:1813;deactivated;globallist
2021-02-22 08:02:44;192.168.150.238:1813;deactivated;globallist
2021-02-22 08:02:09;192.168.150.237:1813;activated;globallist
2021-02-22 08:02:09;192.168.150.238:1813;deactivated;globallist
2021-02-22 08:02:09;192.168.150.238:1813;deactivated;globallist
2021-02-22 08:01:44;192.168.150.237:1813;activated;globallist
2021-02-22 08:01:44;192.168.150.238:1813;deactivated;globallist
2021-02-22 08:01:44;192.168.150.238:1813;deactivated;globallist
2021-02-22 08:01:35;192.168.150.237:1813;activated;globallist
2021-02-22 08:01:35;192.168.150.238:1813;deactivated;globallist
2021-02-22 08:01:35;192.168.150.238:1813;deactivated;globallist
2021-02-22 08:01:22;192.168.150.237:1813;activated;globallist
2021-02-22 08:01:22;192.168.150.238:1813;deactivated;globallist
2021-02-22 08:01:22;192.168.150.238:1813;deactivated;globallist
2021-02-22 08:00:57;192.168.150.237:1813;activated;globallist
2021-02-22 08:00:57;192.168.150.238:1813;deactivated;globallist
2021-02-22 08:00:57;192.168.150.238:1813;deactivated;globallist
2021-02-22 08:00:46;192.168.150.237:1813;activated;globallist
2021-02-22 08:00:46;192.168.150.238:1813;deactivated;globallist
2021-02-22 08:00:46;192.168.150.238:1813;deactivated;globallist
2021-02-22 08:00:32;192.168.150.237:1813;activated;globallist
2021-02-22 08:00:32;192.168.150.238:1813;deactivated;globallist
2021-02-22 08:00:32;192.168.150.238:1813;deactivated;globallist
2021-02-22 08:00:22;192.168.150.237:1813;activated;globallist
2021-02-22 08:00:22;192.168.150.238:1813;deactivated;globallist
2021-02-22 08:00:22;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:59:58;192.168.150.237:1813;activated;globallist
2021-02-22 07:59:58;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:59:58;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:59:42;192.168.150.237:1813;activated;globallist
2021-02-22 07:59:42;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:59:42;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:59:25;192.168.150.237:1813;activated;globallist
2021-02-22 07:59:25;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:59:25;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:59:16;192.168.150.237:1813;activated;globallist
2021-02-22 07:59:16;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:59:16;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:58:49;192.168.150.237:1813;activated;globallist
2021-02-22 07:58:49;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:58:49;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:58:40;192.168.150.237:1813;activated;globallist
2021-02-22 07:58:40;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:58:40;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:58:33;192.168.150.237:1813;activated;globallist
2021-02-22 07:58:33;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:58:33;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:58:24;192.168.150.237:1813;activated;globallist
2021-02-22 07:58:24;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:58:24;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:58:11;192.168.150.237:1813;activated;globallist
2021-02-22 07:58:11;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:58:11;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:57:55;192.168.150.237:1813;activated;globallist
2021-02-22 07:57:55;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:57:55;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:57:31;192.168.150.237:1813;activated;globallist
2021-02-22 07:57:31;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:57:31;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:56:56;192.168.150.237:1813;activated;globallist
2021-02-22 07:56:56;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:56:56;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:56:40;192.168.150.237:1813;activated;globallist
2021-02-22 07:56:40;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:56:40;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:56:25;192.168.150.237:1813;activated;globallist
2021-02-22 07:56:25;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:56:25;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:55:58;192.168.150.237:1813;activated;globallist
2021-02-22 07:55:58;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:55:58;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:55:42;192.168.150.237:1813;activated;globallist
2021-02-22 07:55:42;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:55:42;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:55:28;192.168.150.237:1813;activated;globallist
2021-02-22 07:55:28;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:55:28;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:55:01;192.168.150.237:1813;activated;globallist
2021-02-22 07:55:01;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:55:01;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:54:53;192.168.150.237:1813;activated;globallist
2021-02-22 07:54:53;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:54:53;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:54:41;192.168.150.237:1813;activated;globallist
2021-02-22 07:54:41;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:54:41;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:54:23;192.168.150.237:1813;activated;globallist
2021-02-22 07:54:23;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:54:23;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:54:12;192.168.150.237:1813;activated;globallist
2021-02-22 07:54:12;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:54:12;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:53:54;192.168.150.237:1813;activated;globallist
2021-02-22 07:53:54;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:53:54;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:53:46;192.168.150.237:1813;activated;globallist
2021-02-22 07:53:46;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:53:46;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:53:26;192.168.150.237:1813;activated;globallist
2021-02-22 07:53:26;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:53:26;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:53:14;192.168.150.237:1813;activated;globallist
2021-02-22 07:53:14;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:53:14;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:53:05;192.168.150.237:1813;activated;globallist
2021-02-22 07:53:05;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:53:05;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:52:41;192.168.150.237:1813;activated;globallist
2021-02-22 07:52:41;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:52:41;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:52:27;192.168.150.237:1813;activated;globallist
2021-02-22 07:52:27;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:52:27;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:52:15;192.168.150.237:1813;activated;globallist
2021-02-22 07:52:15;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:52:15;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:51:53;192.168.150.237:1813;activated;globallist
2021-02-22 07:51:53;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:51:53;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:51:42;192.168.150.237:1813;activated;globallist
2021-02-22 07:51:42;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:51:42;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:51:32;192.168.150.237:1813;activated;globallist
2021-02-22 07:51:32;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:51:32;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:51:08;192.168.150.237:1813;activated;globallist
2021-02-22 07:51:08;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:51:08;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:50:50;192.168.150.237:1813;activated;globallist
2021-02-22 07:50:50;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:50:50;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:50:27;192.168.150.237:1813;activated;globallist
2021-02-22 07:50:27;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:50:27;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:50:12;192.168.150.237:1813;activated;globallist
2021-02-22 07:50:12;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:50:12;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:49:23;192.168.150.237:1813;activated;globallist
2021-02-22 07:49:23;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:49:23;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:49:09;192.168.150.237:1813;activated;globallist
2021-02-22 07:49:09;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:49:09;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:48:38;192.168.150.237:1813;activated;globallist
2021-02-22 07:48:38;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:48:38;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:48:26;192.168.150.237:1813;activated;globallist
2021-02-22 07:48:26;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:48:26;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:47:12;192.168.150.237:1813;activated;globallist
2021-02-22 07:47:12;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:47:12;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:45:19;192.168.150.237:1813;activated;globallist
2021-02-22 07:45:19;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:45:19;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:44:33;192.168.150.237:1813;activated;globallist
2021-02-22 07:44:33;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:44:33;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:43:58;192.168.150.237:1813;activated;globallist
2021-02-22 07:43:58;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:43:58;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:42:51;192.168.150.237:1813;activated;globallist
2021-02-22 07:42:51;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:42:51;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:42:24;192.168.150.237:1813;activated;globallist
2021-02-22 07:42:24;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:42:24;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:41:54;192.168.150.237:1813;activated;globallist
2021-02-22 07:41:54;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:41:54;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:41:38;192.168.150.237:1813;activated;globallist
2021-02-22 07:41:38;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:41:38;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:39:13;192.168.150.237:1813;activated;globallist
2021-02-22 07:39:13;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:39:13;192.168.150.238:1813;deactivated;globallist
2021-02-22 07:38:49;192.168.150.237:1813;activated;globallist
2021-02-23 07:46:22;192.168.150.237:1813;activated;globallist
2021-02-23 07:46:22;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:46:22;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:44:52;192.168.150.237:1813;activated;globallist
2021-02-23 07:44:52;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:44:52;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:44:27;192.168.150.237:1813;activated;globallist
2021-02-23 07:44:27;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:44:27;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:44:12;192.168.150.237:1813;activated;globallist
2021-02-23 07:44:12;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:44:12;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:43:17;192.168.150.237:1813;activated;globallist
2021-02-23 07:43:17;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:43:17;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:42:45;192.168.150.237:1813;activated;globallist
2021-02-23 07:42:45;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:42:45;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:42:26;192.168.150.237:1813;activated;globallist
2021-02-23 07:42:26;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:42:26;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:41:52;192.168.150.237:1813;activated;globallist
2021-02-23 07:41:52;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:41:52;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:41:01;192.168.150.237:1813;activated;globallist
2021-02-23 07:41:01;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:41:01;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:40:06;192.168.150.237:1813;activated;globallist
2021-02-23 07:40:06;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:40:06;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:39:38;192.168.150.237:1813;activated;globallist
2021-02-23 07:39:38;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:39:38;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:39:20;192.168.150.237:1813;activated;globallist
2021-02-23 07:39:20;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:39:20;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:37:55;192.168.150.237:1813;activated;globallist
2021-02-23 07:37:55;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:37:55;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:37:28;192.168.150.237:1813;activated;globallist
2021-02-23 07:37:28;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:37:28;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:37:01;192.168.150.237:1813;activated;globallist
2021-02-23 07:37:01;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:37:01;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:36:42;192.168.150.237:1813;activated;globallist
2021-02-23 07:36:42;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:36:42;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:36:32;192.168.150.237:1813;activated;globallist
2021-02-23 07:36:32;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:36:32;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:35:38;192.168.150.237:1813;activated;globallist
2021-02-23 07:35:38;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:35:38;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:34:54;192.168.150.237:1813;activated;globallist
2021-02-23 07:34:54;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:34:54;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:34:23;192.168.150.237:1813;activated;globallist
2021-02-23 07:34:23;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:34:23;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:32:47;192.168.150.237:1813;activated;globallist
2021-02-23 07:32:47;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:32:47;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:32:10;192.168.150.237:1813;activated;globallist
2021-02-23 07:32:10;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:32:10;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:31:55;192.168.150.237:1813;activated;globallist
2021-02-23 07:31:55;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:31:55;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:31:04;192.168.150.237:1813;activated;globallist
2021-02-23 07:31:04;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:31:04;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:30:47;192.168.150.237:1813;activated;globallist
2021-02-23 07:30:47;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:30:47;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:29:57;192.168.150.237:1813;activated;globallist
2021-02-23 07:29:57;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:29:57;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:28:52;192.168.150.237:1813;activated;globallist
2021-02-23 07:28:52;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:28:52;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:28:33;192.168.150.237:1813;activated;globallist
2021-02-23 07:28:33;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:28:33;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:28:04;192.168.150.237:1813;activated;globallist
2021-02-23 07:28:04;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:28:04;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:27:17;192.168.150.237:1813;activated;globallist
2021-02-23 07:27:17;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:27:17;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:25:10;192.168.150.237:1813;activated;globallist
2021-02-23 07:25:10;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:25:10;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:24:55;192.168.150.237:1813;activated;globallist
2021-02-23 07:24:55;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:24:55;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:24:36;192.168.150.237:1813;activated;globallist
2021-02-23 07:24:36;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:24:36;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:23:56;192.168.150.237:1813;activated;globallist
2021-02-23 07:23:56;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:23:56;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:22:57;192.168.150.237:1813;activated;globallist
2021-02-23 07:22:57;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:22:57;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:22:29;192.168.150.237:1813;activated;globallist
2021-02-23 07:22:29;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:22:29;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:22:15;192.168.150.237:1813;activated;globallist
2021-02-23 07:22:15;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:22:15;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:21:56;192.168.150.237:1813;activated;globallist
2021-02-23 07:21:56;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:21:56;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:21:06;192.168.150.237:1813;activated;globallist
2021-02-23 07:21:06;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:21:06;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:19:23;192.168.150.237:1813;activated;globallist
2021-02-23 07:19:23;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:19:23;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:18:37;192.168.150.237:1813;activated;globallist
2021-02-23 07:18:37;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:18:37;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:17:47;192.168.150.237:1813;activated;globallist
2021-02-23 07:17:47;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:17:47;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:16:49;192.168.150.237:1813;activated;globallist
2021-02-23 07:16:49;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:16:49;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:16:24;192.168.150.237:1813;activated;globallist
2021-02-23 07:16:24;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:16:24;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:15:48;192.168.150.237:1813;activated;globallist
2021-02-23 07:15:48;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:15:48;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:15:05;192.168.150.237:1813;activated;globallist
2021-02-23 07:15:05;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:15:05;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:14:29;192.168.150.237:1813;activated;globallist
2021-02-23 07:14:29;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:14:29;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:13:14;192.168.150.237:1813;activated;globallist
2021-02-23 07:13:14;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:13:14;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:12:38;192.168.150.237:1813;activated;globallist
2021-02-23 07:12:38;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:12:38;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:11:55;192.168.150.237:1813;activated;globallist
2021-02-23 07:11:55;192.168.150.238:1813;deactivated;globallist
2021-02-23 07:11:55;192.168.150.238:1813;deactivated;globallist
2021-02-24 07:54:11;192.168.150.237:1813;activated;globallist
2021-02-24 07:54:11;192.168.150.238:1813;deactivated;globallist
2021-02-24 07:54:11;192.168.150.238:1813;deactivated;globallist
2021-02-24 07:53:14;192.168.150.237:1813;activated;globallist
2021-02-24 07:53:14;192.168.150.238:1813;deactivated;globallist
2021-02-24 07:53:14;192.168.150.238:1813;deactivated;globallist
2021-02-24 07:52:40;192.168.150.237:1813;activated;globallist
2021-02-24 07:52:40;192.168.150.238:1813;deactivated;globallist
2021-02-24 07:52:40;192.168.150.238:1813;deactivated;globallist
2021-02-24 07:52:10;192.168.150.237:1813;activated;globallist
2021-02-24 07:52:10;192.168.150.238:1813;deactivated;globallist
2021-02-24 07:52:10;192.168.150.238:1813;deactivated;globallist
2021-02-24 07:51:40;192.168.150.237:1813;activated;globallist
2021-02-24 07:51:40;192.168.150.238:1813;deactivated;globallist
2021-02-24 07:51:40;192.168.150.238:1813;deactivated;globallist
2021-02-24 07:51:06;192.168.150.237:1813;activated;globallist
