Fecha;APBaseRadioMAC;IPAddress;MACAddress
2021-02-09 07:39:17;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-09 07:39:09;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-09 07:39:06;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-09 07:39:01;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-09 07:38:47;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-09 07:38:39;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-09 07:38:36;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-09 07:38:31;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-09 07:38:17;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-09 07:38:09;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-09 07:38:06;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-09 07:38:00;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-09 07:37:47;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-09 07:37:39;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-09 07:37:36;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-09 07:37:30;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-09 07:37:17;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-09 07:37:09;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-09 07:37:06;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-09 07:37:00;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-09 07:36:47;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-09 07:36:39;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-09 07:36:35;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-09 07:36:30;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-09 07:36:17;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-09 07:36:09;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-09 07:36:05;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-09 07:36:00;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-09 07:35:47;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-09 07:35:39;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-09 07:35:35;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-09 07:35:30;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-09 07:35:17;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-09 07:35:09;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-09 07:35:05;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-09 07:35:00;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-09 07:34:47;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-09 07:34:39;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-09 07:34:35;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-09 07:34:30;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-09 07:34:16;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-09 07:34:09;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-09 07:34:05;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-09 07:34:00;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-09 07:33:46;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-09 07:33:39;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-09 07:33:35;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-09 07:33:30;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-09 07:33:15;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-09 07:33:09;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-09 07:33:05;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-09 07:33:00;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-09 07:32:45;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-09 07:32:39;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-09 07:32:35;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-09 07:32:30;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-09 07:32:15;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-09 07:32:09;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-09 07:32:05;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-09 07:32:00;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-09 07:31:44;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-09 07:31:39;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-09 07:31:34;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-09 07:31:28;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-09 07:31:14;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-09 07:31:09;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-09 07:31:04;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-09 07:30:58;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-09 07:30:44;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-09 07:30:39;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-09 07:30:34;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-09 07:30:28;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-09 07:30:14;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-09 07:30:09;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-09 07:30:04;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-09 07:29:58;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-09 07:29:44;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-09 07:29:39;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-09 07:29:34;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-09 07:29:28;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-09 07:29:14;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-09 07:29:09;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-09 07:29:04;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-09 07:28:58;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-09 07:28:44;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-09 07:28:39;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-09 07:28:34;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-09 07:28:28;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-09 07:28:14;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-09 07:28:09;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-09 07:28:04;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-09 07:27:58;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-09 07:27:44;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-09 07:27:39;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-09 07:27:34;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-09 07:27:27;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-17 07:55:57;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-17 07:55:50;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-17 07:55:47;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-17 07:55:45;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-17 07:55:27;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-17 07:55:20;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-17 07:55:17;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-17 07:55:15;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-17 07:54:57;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-17 07:54:50;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-17 07:54:47;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-17 07:54:45;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-17 07:54:27;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-17 07:54:20;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-17 07:54:17;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-17 07:54:15;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-17 07:53:57;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-17 07:53:49;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-17 07:53:47;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-17 07:53:44;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-17 07:53:27;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-17 07:53:19;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-17 07:53:17;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-17 07:53:14;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-17 07:52:57;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-17 07:52:49;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-17 07:52:47;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-17 07:52:42;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-17 07:52:27;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-17 07:52:18;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-17 07:52:17;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-17 07:52:12;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-17 07:51:57;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-17 07:51:48;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-17 07:51:47;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-17 07:51:42;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-17 07:51:27;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-17 07:51:18;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-17 07:51:17;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-17 07:51:12;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-17 07:50:57;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-17 07:50:47;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-17 07:50:47;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-17 07:50:42;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-17 07:50:27;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-17 07:50:17;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-17 07:50:17;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-17 07:50:12;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-17 07:49:57;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-17 07:49:47;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-17 07:49:47;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-17 07:49:42;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-17 07:49:27;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-17 07:49:17;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-17 07:49:17;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-17 07:49:12;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-17 07:48:57;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-17 07:48:47;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-17 07:48:47;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-17 07:48:42;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-17 07:48:27;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-17 07:48:17;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-17 07:48:17;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-17 07:48:12;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-17 07:47:57;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-17 07:47:47;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-17 07:47:47;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-17 07:47:42;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-17 07:47:27;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-17 07:47:17;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-17 07:47:17;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-17 07:47:12;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-17 07:46:57;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-17 07:46:47;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-17 07:46:47;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-17 07:46:42;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-17 07:46:27;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-17 07:46:17;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-17 07:46:17;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-17 07:46:12;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-17 07:45:57;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-17 07:45:47;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-17 07:45:47;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-17 07:45:41;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-17 07:45:27;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-17 07:45:17;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-17 07:45:17;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-17 07:45:11;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-17 07:44:57;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-17 07:44:47;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-17 07:44:47;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-17 07:44:41;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-17 07:44:27;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-17 07:44:17;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-17 07:44:17;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-17 07:44:11;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-17 07:43:57;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-17 07:43:47;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-17 07:43:47;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-17 07:43:41;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-17 07:43:27;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-17 07:43:17;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-17 07:43:17;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-17 07:43:11;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-17 07:42:57;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-17 07:42:47;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-17 07:42:47;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-17 07:42:41;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-17 07:42:27;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-17 07:42:17;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-17 07:42:17;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-17 07:42:11;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-17 07:41:57;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-17 07:41:47;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-17 07:41:47;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-17 07:41:41;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-17 07:41:27;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-17 07:41:17;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-17 07:41:17;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-17 07:41:11;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-17 07:40:57;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-17 07:40:47;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-17 07:40:47;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-17 07:40:41;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-17 07:40:27;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-17 07:40:17;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-17 07:40:17;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-17 07:40:11;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-17 07:39:57;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-17 07:39:47;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-17 07:39:47;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-17 07:39:41;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-17 07:39:27;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-17 07:39:17;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-17 07:39:17;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-17 07:39:11;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-17 07:38:57;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-17 07:38:47;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-17 07:38:47;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-17 07:38:41;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-17 07:38:27;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-17 07:38:17;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-17 07:38:17;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-17 07:38:11;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-17 07:37:57;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-17 07:37:47;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-17 07:37:47;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-17 07:37:41;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-17 07:37:27;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-17 07:37:17;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-17 07:37:17;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-17 07:37:11;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-17 07:36:57;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-17 07:36:47;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-17 07:36:47;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-17 07:36:39;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-17 07:36:27;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-17 07:36:17;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-17 07:36:17;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-17 07:36:09;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-17 07:35:57;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-17 07:35:47;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-17 07:35:47;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-17 07:35:39;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-17 07:35:27;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-17 07:35:17;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-17 07:35:17;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-17 07:35:09;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-17 07:34:57;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-17 07:34:47;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-17 07:34:47;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-17 07:34:39;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-17 07:34:27;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-17 07:34:17;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-17 07:34:16;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
